Regional Area,Program Code,Project,Project Contact,Species,Run,Stock,Stock CU Index,Stock CU Name,Stock Stat Area,Objective,Production Strategy Level, Egg Target ,Production Activity Type,Release/ Transfer Stage,Release Site/ Transfer Project,Release/Transfer Facility,Release Stat Area, Release/ Transfer Target , Coded Wire Tag Target , Fin Clip Target ,Clip Type, Thermal Mark Target , Parentage-based Tag Target , PIT Tag Target ,Target Status,Licence NOT Held By SEP,Comment,Data Status (SPA Internal)
BC South Coast,PIP,Sproat Lake ES,"CA - Central W Coast of Van Is, east to Nanaimo, south to Chemainus",Coho,Fall,Sproat Lake Tribs,CO-17,WEST VANCOUVER ISLAND,23, Stewardship ,Primary, -   ,Release,Unfed,Cougar Smith Pk,Sproat Lake H,23,10000,,,,,,,,,"Maximum 10,000 but total release target for all tribs is 32,000.",Preliminary
BC South Coast,PIP,Sproat Lake ES,"CA - Central W Coast of Van Is, east to Nanaimo, south to Chemainus",Coho,Fall,Sproat Lake Tribs,CO-17,WEST VANCOUVER ISLAND,23, Stewardship ,Primary, -   ,Release,Unfed,Dixon Cr,Sproat Lake H,23,10000,,,,,,,,,"Maximum 10,000 but total release target for all tribs is 32,000.",Preliminary
BC South Coast,PIP,Sproat Lake ES,"CA - Central W Coast of Van Is, east to Nanaimo, south to Chemainus",Coho,Fall,Sproat Lake Tribs,CO-17,WEST VANCOUVER ISLAND,23, Stewardship ,Primary, -   ,Release,Unfed,Logging Rd One,Sproat Lake H,23,10000,,,,,,,,,"Maximum 10,000 but total release target for all tribs is 32,000.",Preliminary
BC South Coast,PIP,Sproat Lake ES,"CA - Central W Coast of Van Is, east to Nanaimo, south to Chemainus",Coho,Fall,Sproat Lake Tribs,CO-17,WEST VANCOUVER ISLAND,23, Stewardship ,Primary, -   ,Release,Unfed,Logging Rd Two,Sproat Lake H,23,10000,,,,,,,,,"Maximum 10,000 but total release target for all tribs is 32,000.",Preliminary
BC South Coast,PIP,Sproat Lake ES,"CA - Central W Coast of Van Is, east to Nanaimo, south to Chemainus",Coho,Fall,Sproat Lake Tribs,CO-17,WEST VANCOUVER ISLAND,23, Stewardship ,Primary, -   ,Release,Unfed,Shuhum Cr,Sproat Lake H,23,10000,,,,,,,,,"Maximum 10,000 but total release target for all tribs is 32,000.",Preliminary
BC South Coast,PIP,Sproat Lake ES,"CA - Central W Coast of Van Is, east to Nanaimo, south to Chemainus",Coho,Fall,Sproat Lake Tribs,CO-17,WEST VANCOUVER ISLAND,23, Stewardship ,Primary, -   ,Release,Unfed,Sproat Park,Sproat Lake H,23,10000,,,,,,,,,"Maximum 10,000 but total release target for all tribs is 32,000.",Preliminary
BC South Coast,PIP,Sproat Lake ES,"CA - Central W Coast of Van Is, east to Nanaimo, south to Chemainus",Coho,Fall,Sproat Lake Tribs,CO-17,WEST VANCOUVER ISLAND,23, Stewardship ,Primary, -   ,Release,Unfed,Tall Timbers Cr,Sproat Lake H,23,10000,,,,,,,,,"Maximum 10,000 but total release target for all tribs is 32,000.",Preliminary
BC South Coast,PIP,Sunshine Coast Sch,"CA - Sunshine Coast & Howe Sound, Port Mellon to Desolation Sound",Coho,Fall,Chapman Cr,CO-10,HOWE SOUND-BURRARD INLET,16,,Primary, -   ,Transfer In,Egg,Chapman Cr,Chapman Creek H,,300,,,,,,,,,,Preliminary
BC South Coast,PIP,Sunshine Coast Sch,"CA - Sunshine Coast & Howe Sound, Port Mellon to Desolation Sound",Coho,Fall,Chapman Cr,CO-10,HOWE SOUND-BURRARD INLET,16, Education ,Primary, -   ,Release,Fed Fry,Chapman Cr,Sunshine Coast Schools,16,300,,,,,,,,,,Preliminary
BC South Coast,DPI,Tahsis R,"CA - Central E&W Van Is, Nanoose to Oyster R & Gold R to Tahsis",Chinook,Fall,Leiner R,CK-32,WEST VANCOUVER ISLAND-NOOTKA & KYUQUOT_FA_0.x,25, Rebuilding ,Primary,"160,000",Release,Seapen 0+,Tahsis In,Tahsis Inlet Seapen,25,150000,,"150,000",AD,"150,000","150,000",,,,"2023: Up to 300,000 total Leiner and Tahsis combined, so there may be more or less of each stock than the 150,000.",Preliminary
BC South Coast,DPI,Tahsis R,"CA - Central E&W Van Is, Nanoose to Oyster R & Gold R to Tahsis",Chinook,Fall,Tahsis R,CK-32,WEST VANCOUVER ISLAND-NOOTKA & KYUQUOT_FA_0.x,25, Rebuilding ,Primary,"160,000",Release,Seapen 0+,Tahsis In,Tahsis Inlet Seapen,25,150000,,"150,000",AD,"150,000","150,000",,,,,Preliminary
BC South Coast,PIP,Texada Is Vol,"CA - Sunshine Coast & Howe Sound, Port Mellon to Desolation Sound",Chum,Fall,Lang Cr,CM-4,GEORGIA STRAIT,15,,Primary, -   ,Transfer In,Fry,Powell R,Lang Creek H,,70000,,,,,,,,,,Preliminary
BC South Coast,PIP,Texada Is Vol,"CA - Sunshine Coast & Howe Sound, Port Mellon to Desolation Sound",Chum,Fall,Lang Cr,CM-4,GEORGIA STRAIT,15, Stewardship ,Primary, -   ,Release,Fed Fry,Mouat Cr,Sturt Bay Seapen,16,70000,,,,,,,,,,Preliminary
BC South Coast,CDP,Thornton Cr,"CA - Central W Coast of Van Is, east to Nanaimo, south to Chemainus",Chinook,Fall,Thornton Cr,CK-31,WEST VANCOUVER ISLAND-SOUTH_FA_0.x,23, Harvest ,Primary,"120,000",Release,Fed Fry,Thornton Cr,Thornton Creek H,23,100000,,,,,,,,,"2024: Production strategy switched from smolt 0+ to fed fry to help further mitigate straying. Production will also be mass marked to support future, prospective mark selective fisheries, and in turn also reduce straying.",Preliminary
BC South Coast,CDP,Thornton Cr,"CA - Central W Coast of Van Is, east to Nanaimo, south to Chemainus",Chinook,Fall,Toquart R,CK-31,WEST VANCOUVER ISLAND-SOUTH_FA_0.x,23, Rebuilding ,Primary,"230,000",Release,Fed Fry,Toquart Lk,Thornton Creek H,23,210000,"40,000",,AD,,"210,000",,,,,Preliminary
BC South Coast,CDP,Thornton Cr,"CA - Central W Coast of Van Is, east to Nanaimo, south to Chemainus",Chum,Fall,Salmon Cr/SWVI,CM-10,SOUTHWEST VANCOUVER ISLAND,23, Rebuilding ,Primary,"600,000",Release,Fed Fry,Salmon Cr/SWVI,Thornton Creek H,23,500000,,,,,,,,,,Preliminary
BC South Coast,CDP,Thornton Cr,"CA - Central W Coast of Van Is, east to Nanaimo, south to Chemainus",Chum,Fall,Thornton Cr,CM-10,SOUTHWEST VANCOUVER ISLAND,23, Stewardship ,Primary,"120,000",Release,Fed Fry,Thornton Cr,Thornton Creek H,23,100000,,,,,,,,,New production line proposed in 2018. Escapement benchmarks needed to finalize production level.,Preliminary
BC South Coast,CDP,Thornton Cr,"CA - Central W Coast of Van Is, east to Nanaimo, south to Chemainus",Chum,Fall,Toquart R,CM-10,SOUTHWEST VANCOUVER ISLAND,23, Rebuilding ,Primary,"550,000",Release,Fed Fry,Twin R E,Thornton Creek H,24,500000,,,,,,,,,Brood collected in Little Toquart River.,Preliminary
BC South Coast,CDP,Thornton Cr,"CA - Central W Coast of Van Is, east to Nanaimo, south to Chemainus",Chum,Fall,Twin R E,CM-10,SOUTHWEST VANCOUVER ISLAND,24, Rebuilding ,Primary,"60,000",Release,Fed Fry,Twin R E,Thornton Creek H,24,50000,,,,,,,,,,Preliminary
BC South Coast,CDP,Thornton Cr,"CA - Central W Coast of Van Is, east to Nanaimo, south to Chemainus",Coho,Fall,Kennedy R Up,CO-18,CLAYOQUOT,24, Rebuilding ,Primary,"40,000",Release,Fed Fry,Kennedy R Up,Thornton Creek H,24,35000,,"35,000",AD,,"35,000",,,,,Preliminary
BC South Coast,CDP,Thornton Cr,"CA - Central W Coast of Van Is, east to Nanaimo, south to Chemainus",Coho,Summer,Maggie R,,,23, Rebuilding ,Alternate,"67,500",Release,Fed Fry,Draw Cr,Thornton Creek H,23,57000,,"57,000",AD,,"57,000",,,,"
The Maggie River coho enhancement program follows a comprehensive Enhancement Plan, which includes defined start and stop triggers and adaptive production targets that adjust based on observed escapement levels. The production target stated here represents the maximum threshold; actual production, when triggered, will likely be lower, following the sliding scale outlined in the Enhancement Plan.",Final
BC South Coast,CDP,Thornton Cr,"CA - Central W Coast of Van Is, east to Nanaimo, south to Chemainus",Coho,Summer,Toquart R,,,23, Rebuilding ,Alternate,"165,000",Release,Fed Fry,Toquart R,Thornton Creek H,23,140000,,"140,000",AD,,"140,000",,,,"The Toquaht River coho enhancement program follows a comprehensive Enhancement Plan, which includes defined start and stop triggers and adaptive production targets that adjust based on observed escapement levels. The production target stated here represents the maximum threshold; actual production, when triggered, will likely be lower, following the sliding scale outlined in the Enhancement Plan.",Final
BC South Coast,DPI,Tofino,"CA - Central W Coast of Van Is, east to Nanaimo, south to Chemainus",Chinook,Fall,Bedwell R,CK-31,WEST VANCOUVER ISLAND-SOUTH_FA_0.x,24, Rebuilding ,Primary,"85,000",Release,Seapen 0+,Bedwell Est,Tofino H,24,85000,"85,000",,AD,,"85,000",,,,,Preliminary
BC South Coast,DPI,Tofino,"CA - Central W Coast of Van Is, east to Nanaimo, south to Chemainus",Chinook,Fall,Bedwell R,CK-31,WEST VANCOUVER ISLAND-SOUTH_FA_0.x,24, Rebuilding ,Alternate,"85,000",Release,Smolt 0+,Bedwell R,Tofino H,24,85000,,,,,,,,,"Either seapen or river release, all clipped.",Preliminary
BC South Coast,DPI,Tofino,"CA - Central W Coast of Van Is, east to Nanaimo, south to Chemainus",Chinook,Fall,Cypre R,CK-31,WEST VANCOUVER ISLAND-SOUTH_FA_0.x,24, Rebuilding ,Primary,"160,000",Release,Smolt 0+,Cypre R,Tofino H,24,160000,,,N/A,,"160,000",,,,,Preliminary
BC South Coast,DPI,Tofino,"CA - Central W Coast of Van Is, east to Nanaimo, south to Chemainus",Chinook,Fall,Tranquil Cr,CK-31,WEST VANCOUVER ISLAND-SOUTH_FA_0.x,24, Rebuilding ,Primary,"70,000",Release,Smolt 0+,Tranquil Cr,Tofino H,24,65000,,,N/A,,"65,000",,,,,Preliminary
BC South Coast,DPI,Tofino,"CA - Central W Coast of Van Is, east to Nanaimo, south to Chemainus",Chum,Fall,Cypre R,,,24, Stewardship ,Alternate,"100,000",Release,Fed Fry,Cone Cr,Tofino H,24,45000,,,,,,,,,2025: Alternate for Tranquil outseeding program on Cone and Meares Creeks.,Preliminary
BC South Coast,DPI,Tofino,"CA - Central W Coast of Van Is, east to Nanaimo, south to Chemainus",Chum,Fall,Cypre R,,,24, Stewardship ,Alternate, -   ,Release,Fed Fry,Meares Cr,Tofino H,24,45000,,,,,,,,,2025: Alternate for Tranquil outseeding program on Cone and Meares Creeks.,Preliminary
BC South Coast,DPI,Tofino,"CA - Central W Coast of Van Is, east to Nanaimo, south to Chemainus",Chum,Fall,Tranquil Cr,CM-10,SOUTHWEST VANCOUVER ISLAND,24, Stewardship ,Primary,"100,000",Release,Fed Fry,Cone Cr,Tofino H,24,45000,,,,,,,,,"2025: Creek reseeding program since 2018 using Tranquil stock. Reassess program following return year 2026 (if reseeding considered successful, remove line from 2027 production plan).",Preliminary
BC South Coast,DPI,Tofino,"CA - Central W Coast of Van Is, east to Nanaimo, south to Chemainus",Chum,Fall,Tranquil Cr,CM-10,SOUTHWEST VANCOUVER ISLAND,24, Stewardship ,Primary, -   ,Release,Fed Fry,Meares Cr,Tofino H,24,45000,,,,,,,,,"2025: Creek reseeding program since 2018 using Tranquil stock. Reassess program following return year 2026 (if reseeding considered successful, remove line from 2027 production plan).",Preliminary
BC South Coast,DPI,Tofino,"CA - Central W Coast of Van Is, east to Nanaimo, south to Chemainus",Chum,Fall,Tranquil Cr,CM-10,SOUTHWEST VANCOUVER ISLAND,24, Stewardship ,Alternate,"50,000",Release,Fed Fry,Meares Cr,Tofino H,24,45000,,,,,,,,,"Up to 45k may be released into Meares Creek, using brood from the 250k Tranquil Cr chum egg target (i.e. this is not additional production to the 250k primary egg taret).",Preliminary
BC South Coast,DPI,Tofino,"CA - Central W Coast of Van Is, east to Nanaimo, south to Chemainus",Chum,Fall,Tranquil Cr,CM-10,SOUTHWEST VANCOUVER ISLAND,24, Stewardship ,Alternate,"50,000",Release,Fed Fry,Cone Cr,Tofino H,24,45000,,,,,,,,,"Up to 45k may be released into Cone Creek, using brood from the 250k Tranquil Cr chum egg target (i.e. this is not additional production to the 250k primary egg target).",Preliminary
BC South Coast,DPI,Tofino,"CA - Central W Coast of Van Is, east to Nanaimo, south to Chemainus",Coho,Fall,Cypre R,CO-18,CLAYOQUOT,24, Stewardship ,Primary,"70,000",Release,Fed Fry,Cypre R,Tofino H,24,55000,,"30,000",AD,,"55,000",,,,Numbers released will be adjusted based on numbers of adults naturally spawning and to meet guidelines around coho fry releases.,Preliminary
BC South Coast,DPI,Tofino,"CA - Central W Coast of Van Is, east to Nanaimo, south to Chemainus",Coho,Fall,Kootowis Cr,CO-18,CLAYOQUOT,24,,Primary,"40,000",Transfer Out,Egg,Alberni Sch,Tofino Schools,,400,,,,,,,,,,Preliminary
BC South Coast,DPI,Tofino,"CA - Central W Coast of Van Is, east to Nanaimo, south to Chemainus",Coho,Fall,Kootowis Cr,CO-18,CLAYOQUOT,24, Stewardship ,Primary, -   ,Release,Fed Fry,Kootowis Cr,Tofino H,24,35000,,,,,,,,,Numbers released will be adjusted based on numbers of adults naturally spawning.,Preliminary
BC South Coast,PIP,Vanc Is North Sch,CA - N Van Is & surrounding Mainland Inlets,Chum,Fall,Nimpkish R Low,CM-5,NORTHEAST VANCOUVER ISLAND,12,,Primary, -   ,Transfer In,Egg,Gwa'ni,Gwa'ni H,,200,,,,,,,,,,Preliminary
BC South Coast,PIP,Vanc Is North Sch,CA - N Van Is & surrounding Mainland Inlets,Chum,Fall,Nimpkish R Low,CM-5,NORTHEAST VANCOUVER ISLAND,12, Education ,Primary, -   ,Release,Fed Fry,Kingcome R,Vancouver Is North Sch,12,100,,,,,,,,,,Preliminary
BC South Coast,PIP,Vanc Is North Sch,CA - N Van Is & surrounding Mainland Inlets,Chum,Fall,Nimpkish R Low,CM-5,NORTHEAST VANCOUVER ISLAND,12, Education ,Primary, -   ,Release,Fed Fry,Nimpkish Lk,Vancouver Is North Sch,12,100,,,,,,,,,,Preliminary
BC South Coast,PIP,Vanc Is North Sch,CA - N Van Is & surrounding Mainland Inlets,Coho,Fall,Cluxewe R,CO-15,NAHWITTI LOWLAND,12,,Alternate, -   ,Transfer In,Egg,P Hardy/Quatse,Quatse River H,,850,,,,,,,,,,Preliminary
BC South Coast,PIP,Vanc Is North Sch,CA - N Van Is & surrounding Mainland Inlets,Coho,Fall,Cluxewe R,CO-15,NAHWITTI LOWLAND,12, Education ,Alternate, -   ,Release,Fed Fry,Cluxewe R,Vancouver Is North Sch,12,200,,,,,,,,,,Preliminary
BC South Coast,PIP,Vanc Is North Sch,CA - N Van Is & surrounding Mainland Inlets,Coho,Fall,Cluxewe R,CO-15,NAHWITTI LOWLAND,12, Education ,Alternate, -   ,Release,Fed Fry,Kingcome R,Vancouver Is North Sch,12,50,,,,,,,,,,Preliminary
BC South Coast,PIP,Vanc Is North Sch,CA - N Van Is & surrounding Mainland Inlets,Coho,Fall,Cluxewe R,CO-15,NAHWITTI LOWLAND,12, Education ,Alternate, -   ,Release,Fed Fry,L Tsulquate R,Vancouver Is North Sch,12,100,,,,,,,,,,Preliminary
BC South Coast,PIP,Vanc Is North Sch,CA - N Van Is & surrounding Mainland Inlets,Coho,Fall,Cluxewe R,CO-15,NAHWITTI LOWLAND,12, Education ,Alternate, -   ,Release,Fed Fry,Quatse R,Vancouver Is North Sch,12,150,,,,,,,,,,Preliminary
BC South Coast,PIP,Vanc Is North Sch,CA - N Van Is & surrounding Mainland Inlets,Coho,Fall,Cluxewe R,CO-15,NAHWITTI LOWLAND,12, Education ,Alternate, -   ,Release,Fed Fry,Rough Bay Cr,Vancouver Is North Sch,12,50,,,,,,,,,,Preliminary
BC South Coast,PIP,Vanc Is North Sch,CA - N Van Is & surrounding Mainland Inlets,Coho,Fall,Cluxewe R,CO-15,NAHWITTI LOWLAND,12, Education ,Alternate, -   ,Release,Fed Fry,Stephens Cr,Vancouver Is North Sch,27,50,,,,,,,,,,Preliminary
BC South Coast,PIP,Vanc Is North Sch,CA - N Van Is & surrounding Mainland Inlets,Coho,Fall,Cluxewe R,CO-15,NAHWITTI LOWLAND,12, Education ,Alternate, -   ,Release,Fed Fry,Tsulquate R,Vancouver Is North Sch,12,100,,,,,,,,,,Preliminary
BC South Coast,PIP,Vanc Is North Sch,CA - N Van Is & surrounding Mainland Inlets,Coho,Fall,Cluxewe R,CO-15,NAHWITTI LOWLAND,12, Education ,Alternate, -   ,Release,Fed Fry,Wa'wis Cr,Vancouver Is North Sch,12,350,,,,,,,,,,Preliminary
BC South Coast,PIP,Vanc Is North Sch,CA - N Van Is & surrounding Mainland Inlets,Coho,Fall,Hyde Cr/JNST,CO-14,EAST VANCOUVER ISLAND-JOHNSTONE STRAIT-SOUTHERN FJORDS,12,,Primary, -   ,Transfer In,Egg,Hyde Cr/JNST,Kokish River H,,250,,,,,,,,,,Preliminary
BC South Coast,PIP,Vanc Is North Sch,CA - N Van Is & surrounding Mainland Inlets,Coho,Fall,Hyde Cr/JNST,CO-14,EAST VANCOUVER ISLAND-JOHNSTONE STRAIT-SOUTHERN FJORDS,12, Education ,Primary, -   ,Release,Fed Fry,Beach Camp Cr,Vancouver Is North Sch,12,50,,,,,,,,,,Preliminary
BC South Coast,PIP,Vanc Is North Sch,CA - N Van Is & surrounding Mainland Inlets,Coho,Fall,Hyde Cr/JNST,CO-14,EAST VANCOUVER ISLAND-JOHNSTONE STRAIT-SOUTHERN FJORDS,12, Education ,Primary, -   ,Release,Fed Fry,School House Cr,Vancouver Is North Sch,12,200,,,,,,,,,,Preliminary
BC South Coast,PIP,Vanc Is North Sch,CA - N Van Is & surrounding Mainland Inlets,Coho,Fall,Nimpkish R,CO-14,EAST VANCOUVER ISLAND-JOHNSTONE STRAIT-SOUTHERN FJORDS,12,,Primary, -   ,Transfer In,Egg,Woss Comm H,Woss Community H,,200,,,,,,,,,,Preliminary
BC South Coast,PIP,Vanc Is North Sch,CA - N Van Is & surrounding Mainland Inlets,Coho,Fall,Nimpkish R,CO-14,EAST VANCOUVER ISLAND-JOHNSTONE STRAIT-SOUTHERN FJORDS,12, Education ,Primary, -   ,Release,Fed Fry,Kingcome R,Vancouver Is North Sch,12,100,,,,,,,,,,Preliminary
BC South Coast,PIP,Vanc Is North Sch,CA - N Van Is & surrounding Mainland Inlets,Coho,Fall,Nimpkish R,CO-14,EAST VANCOUVER ISLAND-JOHNSTONE STRAIT-SOUTHERN FJORDS,12, Education ,Primary, -   ,Release,Fed Fry,Rough Bay Cr,Vancouver Is North Sch,12,100,,,,,,,,,,Preliminary
BC South Coast,PIP,Vanc Is North Sch,CA - N Van Is & surrounding Mainland Inlets,Coho,Fall,Quatse R,CO-15,NAHWITTI LOWLAND,12,,Primary, -   ,Transfer In,Egg,P Hardy/Quatse,Quatse River H,,850,,,,,,,,,,Preliminary
BC South Coast,PIP,Vanc Is North Sch,CA - N Van Is & surrounding Mainland Inlets,Coho,Fall,Quatse R,CO-15,NAHWITTI LOWLAND,12, Education ,Primary, -   ,Release,Fed Fry,Kingcome R,Vancouver Is North Sch,12,50,,,,,,,,,,Preliminary
BC South Coast,PIP,Vanc Is North Sch,CA - N Van Is & surrounding Mainland Inlets,Coho,Fall,Quatse R,CO-15,NAHWITTI LOWLAND,12, Education ,Primary, -   ,Release,Fed Fry,L Tsulquate R,Vancouver Is North Sch,12,100,,,,,,,,,,Preliminary
BC South Coast,PIP,Vanc Is North Sch,CA - N Van Is & surrounding Mainland Inlets,Coho,Fall,Quatse R,CO-15,NAHWITTI LOWLAND,12, Education ,Primary, -   ,Release,Fed Fry,Quatse R,Vancouver Is North Sch,12,150,,,,,,,,,,Preliminary
BC South Coast,PIP,Vanc Is North Sch,CA - N Van Is & surrounding Mainland Inlets,Coho,Fall,Quatse R,CO-15,NAHWITTI LOWLAND,12, Education ,Primary, -   ,Release,Fed Fry,Rough Bay Cr,Vancouver Is North Sch,12,50,,,,,,,,,,Preliminary
BC South Coast,PIP,Vanc Is North Sch,CA - N Van Is & surrounding Mainland Inlets,Coho,Fall,Quatse R,CO-15,NAHWITTI LOWLAND,12, Education ,Primary, -   ,Release,Fed Fry,Stephens Cr,Vancouver Is North Sch,27,50,,,,,,,,,,Preliminary
BC South Coast,PIP,Vanc Is North Sch,CA - N Van Is & surrounding Mainland Inlets,Coho,Fall,Quatse R,CO-15,NAHWITTI LOWLAND,12, Education ,Primary, -   ,Release,Fed Fry,Tsulquate R,Vancouver Is North Sch,12,100,,,,,,,,,,Preliminary
BC South Coast,PIP,Vanc Is North Sch,CA - N Van Is & surrounding Mainland Inlets,Coho,Fall,Quatse R,CO-15,NAHWITTI LOWLAND,12, Education ,Primary, -   ,Release,Fed Fry,Wa'wis Cr,Vancouver Is North Sch,12,350,,,,,,,,,,Preliminary
BC South Coast,PIP,Vanc Is West (Gold R) Sch,"CA - Central E&W Van Is, Nanoose to Oyster R & Gold R to Tahsis",Chum,Fall,Conuma R,CM-10,SOUTHWEST VANCOUVER ISLAND,25,,Primary, -   ,Transfer In,Egg,Conuma R,Conuma River H,,100,,,,,,,,,,Preliminary
BC South Coast,PIP,Vanc Is West (Gold R) Sch,"CA - Central E&W Van Is, Nanoose to Oyster R & Gold R to Tahsis",Chum,Fall,Conuma R,CM-10,SOUTHWEST VANCOUVER ISLAND,25, Education ,Primary, -   ,Release,Fed Fry,Conuma R,Vanc Is West (Gold R) Sch,25,100,,,,,,,,,,Preliminary
BC South Coast,PIP,Vanc Is West (Gold R) Sch,"CA - Central E&W Van Is, Nanoose to Oyster R & Gold R to Tahsis",Coho,Fall,Conuma R,CO-17,WEST VANCOUVER ISLAND,25,,Primary, -   ,Transfer In,Egg,Conuma R,Conuma River H,,900,,,,,,,,,,Preliminary
BC South Coast,PIP,Vanc Is West (Gold R) Sch,"CA - Central E&W Van Is, Nanoose to Oyster R & Gold R to Tahsis",Coho,Fall,Conuma R,CO-17,WEST VANCOUVER ISLAND,25, Education ,Primary, -   ,Release,Fed Fry,Conuma R,Vanc Is West (Gold R) Sch,25,900,,,,,,,,,,Preliminary
BC South Coast,PIP,Vanc Is West (Zeball) Sch,CA - Campbell River,Chum,Fall,Zeballos R,CM-10,SOUTHWEST VANCOUVER ISLAND,25,,Primary, -   ,Transfer In,Egg,Zeballos R,Zeballos River H,,100,,,,,,,,,,Preliminary
BC South Coast,PIP,Vanc Is West (Zeball) Sch,CA - Campbell River,Chum,Fall,Zeballos R,CM-10,SOUTHWEST VANCOUVER ISLAND,25, Education ,Primary, -   ,Release,Fed Fry,Zeballos R,Zeballos Schools,25,70,,,,,,,,,,Preliminary
BC South Coast,PIP,Victoria Sch,"CA - Lower Van Is, Cowichan R & southern Gulf Islands",Chum,Fall,Goldstream R,CM-4,GEORGIA STRAIT,19,,Primary, -   ,Transfer In,Egg,Goldstream R,Goldstream River H,,7000,,,,,,,,,,Preliminary
BC South Coast,PIP,Victoria Sch,"CA - Lower Van Is, Cowichan R & southern Gulf Islands",Chum,Fall,Goldstream R,CM-4,GEORGIA STRAIT,19, Education ,Primary, -   ,Release,Fed Fry,Bowker Cr,Victoria Schools,19,1000,,,,,,,,,,Preliminary
BC South Coast,PIP,Victoria Sch,"CA - Lower Van Is, Cowichan R & southern Gulf Islands",Chum,Fall,Goldstream R,CM-4,GEORGIA STRAIT,19, Education ,Primary, -   ,Release,Fed Fry,Craigflower Cr,Victoria Schools,19,500,,,,,,,,,,Preliminary
BC South Coast,PIP,Victoria Sch,"CA - Lower Van Is, Cowichan R & southern Gulf Islands",Chum,Fall,Goldstream R,CM-4,GEORGIA STRAIT,19, Education ,Primary, -   ,Release,Fed Fry,Goldstream R,Victoria Schools,19,3500,,,,,,,,,,Preliminary
BC South Coast,PIP,Victoria Sch,"CA - Lower Van Is, Cowichan R & southern Gulf Islands",Chum,Fall,Goldstream R,CM-4,GEORGIA STRAIT,19, Education ,Primary, -   ,Release,Fed Fry,Mount Douglas Cr,Victoria Schools,19,2000,,,,,,,,,,Preliminary
BC South Coast,PIP,Victoria Sch,"CA - Lower Van Is, Cowichan R & southern Gulf Islands",Coho,Fall,Goldstream R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,19,,Primary, -   ,Transfer In,Egg,Goldstream R,Goldstream River H,,3200,,,,,,,,,,Preliminary
BC South Coast,PIP,Victoria Sch,"CA - Lower Van Is, Cowichan R & southern Gulf Islands",Coho,Fall,Goldstream R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,19, Education ,Primary, -   ,Release,Fed Fry,Colquitz Cr,Victoria Schools,19,1600,,,,,,,,,,Preliminary
BC South Coast,PIP,Victoria Sch,"CA - Lower Van Is, Cowichan R & southern Gulf Islands",Coho,Fall,Goldstream R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,19, Education ,Primary, -   ,Release,Fed Fry,Goldstream R,Victoria Schools,19,2000,,,,,,,,,,Preliminary
BC South Coast,PIP,Victoria Sch,"CA - Lower Van Is, Cowichan R & southern Gulf Islands",Coho,Fall,Goldstream R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,19, Education ,Primary, -   ,Release,Fed Fry,Millstream R,Victoria Schools,19,200,,,,,,,,,,Preliminary
BC South Coast,PIP,Walker Cr/GSVI,"CA - Central W Coast of Van Is, east to Nanaimo, south to Chemainus",Chum,Fall,Bush Cr,CM-4,GEORGIA STRAIT,17,,Primary,"25,000",Transfer Out,Egg,Nanaimo Sch,Nanaimo Schools,,200,,,,,,,,,,Preliminary
BC South Coast,PIP,Walker Cr/GSVI,"CA - Central W Coast of Van Is, east to Nanaimo, south to Chemainus",Chum,Fall,Bush Cr,CM-4,GEORGIA STRAIT,17, Stewardship ,Primary, -   ,Release,Fed Fry,Bush Cr,Bush Cr H,17,18000,,,,,,,,,,Preliminary
BC South Coast,PIP,Walker Cr/GSVI,"CA - Central W Coast of Van Is, east to Nanaimo, south to Chemainus",Chum,Fall,Chemainus R,CM-4,GEORGIA STRAIT,17,,Primary,"50,000",Transfer Out,Egg,Cowichan Valley Sch,Cowichan Valley Schools,,500,,,,,,,,,,Preliminary
BC South Coast,PIP,Walker Cr/GSVI,"CA - Central W Coast of Van Is, east to Nanaimo, south to Chemainus",Chum,Fall,Chemainus R,CM-4,GEORGIA STRAIT,17, Stewardship ,Primary, -   ,Release,Fed Fry,Chemainus R,Bush Cr H,17,40000,,,,,,,,,,Preliminary
BC South Coast,PIP,Walker Cr/GSVI,"CA - Central W Coast of Van Is, east to Nanaimo, south to Chemainus",Chum,Fall,Holland Cr,CM-4,GEORGIA STRAIT,17,,Primary,"30,000",Transfer Out,Egg,Nanaimo Sch,Nanaimo Schools,,300,,,,,,,,,,Preliminary
BC South Coast,PIP,Walker Cr/GSVI,"CA - Central W Coast of Van Is, east to Nanaimo, south to Chemainus",Chum,Fall,Holland Cr,CM-4,GEORGIA STRAIT,17, Stewardship ,Primary, -   ,Release,Fed Fry,Holland Cr,Bush Cr H,17,22000,,,,,,,,,,Preliminary
BC South Coast,PIP,Walker Cr/GSVI,"CA - Central W Coast of Van Is, east to Nanaimo, south to Chemainus",Chum,Fall,Stocking Cr,CM-4,GEORGIA STRAIT,17, Stewardship ,Primary,"40,000",Release,Fed Fry,Stocking Cr,Bush Cr H,17,30000,,,,,,,,,,Preliminary
